Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
MCC N - MCC P,8625.42*,500 Yr 24 Hr,3209.9,720.31
MCC N - MCC P,8430.18*,2 Yr 24 Hr,229.2,712.81
MCC N - MCC P,8430.18*,5 Yr 24 Hr,447.2,713.9
MCC N - MCC P,8430.18*,10 Yr 24 Hr,601.8,714.5
MCC N - MCC P,8430.18*,25 Yr 24 Hr,950.3,715.63
MCC N - MCC P,8430.18*,50 Yr 24 Hr,1342.9,716.63
MCC N - MCC P,8430.18*,100 Yr 24 Hr,1848.4,717.69
MCC N - MCC P,8430.18*,200 Yr 24 Hr,2359,718.6
MCC N - MCC P,8430.18*,500 Yr 24 Hr,3209.9,719.87
MCC N - MCC P,8234.94*,2 Yr 24 Hr,229.2,712.22
MCC N - MCC P,8234.94*,5 Yr 24 Hr,447.2,713.41
MCC N - MCC P,8234.94*,10 Yr 24 Hr,601.8,714.04
MCC N - MCC P,8234.94*,25 Yr 24 Hr,950.3,715.2
MCC N - MCC P,8234.94*,50 Yr 24 Hr,1342.9,716.23
MCC N - MCC P,8234.94*,100 Yr 24 Hr,1848.4,717.29
MCC N - MCC P,8234.94*,200 Yr 24 Hr,2359,718.19
MCC N - MCC P,8234.94*,500 Yr 24 Hr,3209.9,719.46
MCC N - MCC P,8039.69*,2 Yr 24 Hr,229.2,711.75
MCC N - MCC P,8039.69*,5 Yr 24 Hr,447.2,713
MCC N - MCC P,8039.69*,10 Yr 24 Hr,601.8,713.66
MCC N - MCC P,8039.69*,25 Yr 24 Hr,950.3,714.84
MCC N - MCC P,8039.69*,50 Yr 24 Hr,1342.9,715.88
MCC N - MCC P,8039.69*,100 Yr 24 Hr,1848.4,716.97
MCC N - MCC P,8039.69*,200 Yr 24 Hr,2359,717.89
MCC N - MCC P,8039.69*,500 Yr 24 Hr,3209.9,719.18
MCC N - MCC P,7844.45,2 Yr 24 Hr,229.2,711.39
MCC N - MCC P,7844.45,5 Yr 24 Hr,447.2,712.72
MCC N - MCC P,7844.45,10 Yr 24 Hr,601.8,713.42
MCC N - MCC P,7844.45,25 Yr 24 Hr,950.3,714.64
MCC N - MCC P,7844.45,50 Yr 24 Hr,1342.9,715.7
MCC N - MCC P,7844.45,100 Yr 24 Hr,1848.4,716.81
MCC N - MCC P,7844.45,200 Yr 24 Hr,2359,717.73
MCC N - MCC P,7844.45,500 Yr 24 Hr,3209.9,719.02
MCC N - MCC P,7656.63*,2 Yr 24 Hr,229.2,711.08
MCC N - MCC P,7656.63*,5 Yr 24 Hr,447.2,712.46
MCC N - MCC P,7656.63*,10 Yr 24 Hr,601.8,713.18
MCC N - MCC P,7656.63*,25 Yr 24 Hr,950.3,714.45
MCC N - MCC P,7656.63*,50 Yr 24 Hr,1342.9,715.53
MCC N - MCC P,7656.63*,100 Yr 24 Hr,1848.4,716.65
MCC N - MCC P,7656.63*,200 Yr 24 Hr,2359,717.58
MCC N - MCC P,7656.63*,500 Yr 24 Hr,3209.9,718.86
MCC N - MCC P,7468.82*,2 Yr 24 Hr,229.2,710.78
MCC N - MCC P,7468.82*,5 Yr 24 Hr,447.2,712.15
MCC N - MCC P,7468.82*,10 Yr 24 Hr,601.8,712.88
MCC N - MCC P,7468.82*,25 Yr 24 Hr,950.3,714.18
MCC N - MCC P,7468.82*,50 Yr 24 Hr,1342.9,715.29
MCC N - MCC P,7468.82*,100 Yr 24 Hr,1848.4,716.42
MCC N - MCC P,7468.82*,200 Yr 24 Hr,2359,717.35
MCC N - MCC P,7468.82*,500 Yr 24 Hr,3209.9,718.65
MCC N - MCC P,7281.00*,2 Yr 24 Hr,229.2,710.48
MCC N - MCC P,7281.00*,5 Yr 24 Hr,447.2,711.82
MCC N - MCC P,7281.00*,10 Yr 24 Hr,601.8,712.56
MCC N - MCC P,7281.00*,25 Yr 24 Hr,950.3,713.87
MCC N - MCC P,7281.00*,50 Yr 24 Hr,1342.9,714.99
MCC N - MCC P,7281.00*,100 Yr 24 Hr,1848.4,716.13
MCC N - MCC P,7281.00*,200 Yr 24 Hr,2359,717.07
MCC N - MCC P,7281.00*,500 Yr 24 Hr,3209.9,718.36
MCC N - MCC P,7093.18*,2 Yr 24 Hr,229.2,710.17
MCC N - MCC P,7093.18*,5 Yr 24 Hr,447.2,711.49
MCC N - MCC P,7093.18*,10 Yr 24 Hr,601.8,712.22
MCC N - MCC P,7093.18*,25 Yr 24 Hr,950.3,713.53
MCC N - MCC P,7093.18*,50 Yr 24 Hr,1342.9,714.66
MCC N - MCC P,7093.18*,100 Yr 24 Hr,1848.4,715.8
MCC N - MCC P,7093.18*,200 Yr 24 Hr,2359,716.73
MCC N - MCC P,7093.18*,500 Yr 24 Hr,3209.9,718.01
MCC N - MCC P,6905.36*,2 Yr 24 Hr,229.2,709.84
MCC N - MCC P,6905.36*,5 Yr 24 Hr,447.2,711.14
MCC N - MCC P,6905.36*,10 Yr 24 Hr,601.8,711.86
MCC N - MCC P,6905.36*,25 Yr 24 Hr,950.3,713.16
MCC N - MCC P,6905.36*,50 Yr 24 Hr,1342.9,714.29
MCC N - MCC P,6905.36*,100 Yr 24 Hr,1848.4,715.44
MCC N - MCC P,6905.36*,200 Yr 24 Hr,2359,716.35
MCC N - MCC P,6905.36*,500 Yr 24 Hr,3209.9,717.62
MCC N - MCC P,6717.55*,2 Yr 24 Hr,229.2,709.49
MCC N - MCC P,6717.55*,5 Yr 24 Hr,447.2,710.78
MCC N - MCC P,6717.55*,10 Yr 24 Hr,601.8,711.49
MCC N - MCC P,6717.55*,25 Yr 24 Hr,950.3,712.76
MCC N - MCC P,6717.55*,50 Yr 24 Hr,1342.9,713.89
MCC N - MCC P,6717.55*,100 Yr 24 Hr,1848.4,715.03
MCC N - MCC P,6717.55*,200 Yr 24 Hr,2359,715.94
MCC N - MCC P,6717.55*,500 Yr 24 Hr,3209.9,717.19
MCC N - MCC P,6529.73*,2 Yr 24 Hr,229.2,709.13
MCC N - MCC P,6529.73*,5 Yr 24 Hr,447.2,710.39
MCC N - MCC P,6529.73*,10 Yr 24 Hr,601.8,711.09
MCC N - MCC P,6529.73*,25 Yr 24 Hr,950.3,712.34
MCC N - MCC P,6529.73*,50 Yr 24 Hr,1342.9,713.44
MCC N - MCC P,6529.73*,100 Yr 24 Hr,1848.4,714.58
MCC N - MCC P,6529.73*,200 Yr 24 Hr,2359,715.48
MCC N - MCC P,6529.73*,500 Yr 24 Hr,3209.9,716.7
MCC N - MCC P,6341.91,2 Yr 24 Hr,229.2,708.71
MCC N - MCC P,6341.91,5 Yr 24 Hr,447.2,709.95
MCC N - MCC P,6341.91,10 Yr 24 Hr,601.8,710.64
MCC N - MCC P,6341.91,25 Yr 24 Hr,950.3,711.87
MCC N - MCC P,6341.91,50 Yr 24 Hr,1342.9,712.95
MCC N - MCC P,6341.91,100 Yr 24 Hr,1848.4,714.06
MCC N - MCC P,6341.91,200 Yr 24 Hr,2359,714.95
MCC N - MCC P,6341.91,500 Yr 24 Hr,3209.9,716.15
MCC N - MCC P,6144.89*,2 Yr 24 Hr,229.2,708.25
MCC N - MCC P,6144.89*,5 Yr 24 Hr,447.2,709.47
MCC N - MCC P,6144.89*,10 Yr 24 Hr,601.8,710.16
MCC N - MCC P,6144.89*,25 Yr 24 Hr,950.3,711.37
MCC N - MCC P,6144.89*,50 Yr 24 Hr,1342.9,712.42
MCC N - MCC P,6144.89*,100 Yr 24 Hr,1848.4,713.49
MCC N - MCC P,6144.89*,200 Yr 24 Hr,2359,714.35
MCC N - MCC P,6144.89*,500 Yr 24 Hr,3209.9,715.53
MCC N - MCC P,5947.88*,2 Yr 24 Hr,229.2,707.79
MCC N - MCC P,5947.88*,5 Yr 24 Hr,447.2,709
MCC N - MCC P,5947.88*,10 Yr 24 Hr,601.8,709.67
MCC N - MCC P,5947.88*,25 Yr 24 Hr,950.3,710.86
MCC N - MCC P,5947.88*,50 Yr 24 Hr,1342.9,711.88
MCC N - MCC P,5947.88*,100 Yr 24 Hr,1848.4,712.92
MCC N - MCC P,5947.88*,200 Yr 24 Hr,2359,713.76
MCC N - MCC P,5947.88*,500 Yr 24 Hr,3209.9,714.92
MCC N - MCC P,5750.86*,2 Yr 24 Hr,229.2,707.32
MCC N - MCC P,5750.86*,5 Yr 24 Hr,447.2,708.52
MCC N - MCC P,5750.86*,10 Yr 24 Hr,601.8,709.18
MCC N - MCC P,5750.86*,25 Yr 24 Hr,950.3,710.35
MCC N - MCC P,5750.86*,50 Yr 24 Hr,1342.9,711.34
MCC N - MCC P,5750.86*,100 Yr 24 Hr,1848.4,712.34
MCC N - MCC P,5750.86*,200 Yr 24 Hr,2359,713.16
MCC N - MCC P,5750.86*,500 Yr 24 Hr,3209.9,714.3
MCC N - MCC P,5553.84*,2 Yr 24 Hr,229.2,706.86
MCC N - MCC P,5553.84*,5 Yr 24 Hr,447.2,708.04
MCC N - MCC P,5553.84*,10 Yr 24 Hr,601.8,708.69
MCC N - MCC P,5553.84*,25 Yr 24 Hr,950.3,709.83
MCC N - MCC P,5553.84*,50 Yr 24 Hr,1342.9,710.79
MCC N - MCC P,5553.84*,100 Yr 24 Hr,1848.4,711.77
MCC N - MCC P,5553.84*,200 Yr 24 Hr,2359,712.57
MCC N - MCC P,5553.84*,500 Yr 24 Hr,3209.9,713.69
MCC N - MCC P,5356.83*,2 Yr 24 Hr,229.2,706.39
MCC N - MCC P,5356.83*,5 Yr 24 Hr,447.2,707.56
MCC N - MCC P,5356.83*,10 Yr 24 Hr,601.8,708.2
MCC N - MCC P,5356.83*,25 Yr 24 Hr,950.3,709.32
MCC N - MCC P,5356.83*,50 Yr 24 Hr,1342.9,710.24
MCC N - MCC P,5356.83*,100 Yr 24 Hr,1848.4,711.19
MCC N - MCC P,5356.83*,200 Yr 24 Hr,2359,711.97
MCC N - MCC P,5356.83*,500 Yr 24 Hr,3209.9,713.07
MCC N - MCC P,5159.81*,2 Yr 24 Hr,229.2,705.93
MCC N - MCC P,5159.81*,5 Yr 24 Hr,447.2,707.08
MCC N - MCC P,5159.81*,10 Yr 24 Hr,601.8,707.71
MCC N - MCC P,5159.81*,25 Yr 24 Hr,950.3,708.8
MCC N - MCC P,5159.81*,50 Yr 24 Hr,1342.9,709.69
MCC N - MCC P,5159.81*,100 Yr 24 Hr,1848.4,710.61
MCC N - MCC P,5159.81*,200 Yr 24 Hr,2359,711.38
MCC N - MCC P,5159.81*,500 Yr 24 Hr,3209.9,712.46
MCC N - MCC P,4962.79*,2 Yr 24 Hr,229.2,705.46
MCC N - MCC P,4962.79*,5 Yr 24 Hr,447.2,706.6
MCC N - MCC P,4962.79*,10 Yr 24 Hr,601.8,707.21
MCC N - MCC P,4962.79*,25 Yr 24 Hr,950.3,708.28
MCC N - MCC P,4962.79*,50 Yr 24 Hr,1342.9,709.13
MCC N - MCC P,4962.79*,100 Yr 24 Hr,1848.4,710.03
MCC N - MCC P,4962.79*,200 Yr 24 Hr,2359,710.78
MCC N - MCC P,4962.79*,500 Yr 24 Hr,3209.9,711.84
MCC N - MCC P,4765.78*,2 Yr 24 Hr,229.2,704.99
MCC N - MCC P,4765.78*,5 Yr 24 Hr,447.2,706.11
MCC N - MCC P,4765.78*,10 Yr 24 Hr,601.8,706.72
MCC N - MCC P,4765.78*,25 Yr 24 Hr,950.3,707.75
MCC N - MCC P,4765.78*,50 Yr 24 Hr,1342.9,708.57
MCC N - MCC P,4765.78*,100 Yr 24 Hr,1848.4,709.45
MCC N - MCC P,4765.78*,200 Yr 24 Hr,2359,710.19
MCC N - MCC P,4765.78*,500 Yr 24 Hr,3209.9,711.23
MCC N - MCC P,4568.76*,2 Yr 24 Hr,229.2,704.53
MCC N - MCC P,4568.76*,5 Yr 24 Hr,447.2,705.63
MCC N - MCC P,4568.76*,10 Yr 24 Hr,601.8,706.23
MCC N - MCC P,4568.76*,25 Yr 24 Hr,950.3,707.21
MCC N - MCC P,4568.76*,50 Yr 24 Hr,1342.9,708.01
MCC N - MCC P,4568.76*,100 Yr 24 Hr,1848.4,708.86
MCC N - MCC P,4568.76*,200 Yr 24 Hr,2359,709.59
MCC N - MCC P,4568.76*,500 Yr 24 Hr,3209.9,710.63
MCC N - MCC P,4371.74*,2 Yr 24 Hr,229.2,704.05
MCC N - MCC P,4371.74*,5 Yr 24 Hr,447.2,705.14
MCC N - MCC P,4371.74*,10 Yr 24 Hr,601.8,705.74
MCC N - MCC P,4371.74*,25 Yr 24 Hr,950.3,706.66
MCC N - MCC P,4371.74*,50 Yr 24 Hr,1342.9,707.44
MCC N - MCC P,4371.74*,100 Yr 24 Hr,1848.4,708.28
MCC N - MCC P,4371.74*,200 Yr 24 Hr,2359,709
MCC N - MCC P,4371.74*,500 Yr 24 Hr,3209.9,710.03
MCC N - MCC P,4174.73*,2 Yr 24 Hr,229.2,703.58
MCC N - MCC P,4174.73*,5 Yr 24 Hr,447.2,704.66
MCC N - MCC P,4174.73*,10 Yr 24 Hr,601.8,705.24
MCC N - MCC P,4174.73*,25 Yr 24 Hr,950.3,706.12
MCC N - MCC P,4174.73*,50 Yr 24 Hr,1342.9,706.88
MCC N - MCC P,4174.73*,100 Yr 24 Hr,1848.4,707.7
MCC N - MCC P,4174.73*,200 Yr 24 Hr,2359,708.41
MCC N - MCC P,4174.73*,500 Yr 24 Hr,3209.9,709.44
MCC N - MCC P,3977.71*,2 Yr 24 Hr,229.2,703.11
MCC N - MCC P,3977.71*,5 Yr 24 Hr,447.2,704.17
MCC N - MCC P,3977.71*,10 Yr 24 Hr,601.8,704.74
MCC N - MCC P,3977.71*,25 Yr 24 Hr,950.3,705.56
MCC N - MCC P,3977.71*,50 Yr 24 Hr,1342.9,706.31
MCC N - MCC P,3977.71*,100 Yr 24 Hr,1848.4,707.12
MCC N - MCC P,3977.71*,200 Yr 24 Hr,2359,707.82
MCC N - MCC P,3977.71*,500 Yr 24 Hr,3209.9,708.85
MCC N - MCC P,3780.69*,2 Yr 24 Hr,229.2,702.64
MCC N - MCC P,3780.69*,5 Yr 24 Hr,447.2,703.7
MCC N - MCC P,3780.69*,10 Yr 24 Hr,601.8,704.22
MCC N - MCC P,3780.69*,25 Yr 24 Hr,950.3,705.01
MCC N - MCC P,3780.69*,50 Yr 24 Hr,1342.9,705.75
MCC N - MCC P,3780.69*,100 Yr 24 Hr,1848.4,706.55
MCC N - MCC P,3780.69*,200 Yr 24 Hr,2359,707.25
MCC N - MCC P,3780.69*,500 Yr 24 Hr,3209.9,708.29
MCC N - MCC P,3583.67*,2 Yr 24 Hr,229.2,702.17
MCC N - MCC P,3583.67*,5 Yr 24 Hr,447.2,703.22
MCC N - MCC P,3583.67*,10 Yr 24 Hr,601.8,703.68
MCC N - MCC P,3583.67*,25 Yr 24 Hr,950.3,704.46
MCC N - MCC P,3583.67*,50 Yr 24 Hr,1342.9,705.18
MCC N - MCC P,3583.67*,100 Yr 24 Hr,1848.4,705.98
MCC N - MCC P,3583.67*,200 Yr 24 Hr,2359,706.68
MCC N - MCC P,3583.67*,500 Yr 24 Hr,3209.9,707.74
MCC N - MCC P,3386.66*,2 Yr 24 Hr,229.2,701.69
MCC N - MCC P,3386.66*,5 Yr 24 Hr,447.2,702.73
MCC N - MCC P,3386.66*,10 Yr 24 Hr,601.8,703.14
MCC N - MCC P,3386.66*,25 Yr 24 Hr,950.3,703.91
MCC N - MCC P,3386.66*,50 Yr 24 Hr,1342.9,704.63
MCC N - MCC P,3386.66*,100 Yr 24 Hr,1848.4,705.43
MCC N - MCC P,3386.66*,200 Yr 24 Hr,2359,706.13
MCC N - MCC P,3386.66*,500 Yr 24 Hr,3209.9,707.22
MCC N - MCC P,3189.64*,2 Yr 24 Hr,229.2,701.22
MCC N - MCC P,3189.64*,5 Yr 24 Hr,447.2,702.21
MCC N - MCC P,3189.64*,10 Yr 24 Hr,601.8,702.61
